sample	reference	predicted_accuracy	null_model_p0	null_model_p0_stdev	damage_model_p	damage_model_p_stdev	damage_model_pmin	damage_model_pmin_stdev	damage_model_pmax	damage_model_pmax_stdev	pvalue	qvalue	RMSE	nb_reads_aligned	coverage	reflen	CtoT-0	CtoT-1	CtoT-2	CtoT-3	CtoT-4	CtoT-5	CtoT-6	CtoT-7	CtoT-8	CtoT-9	CtoT-10	CtoT-11	CtoT-12	CtoT-13	CtoT-14	CtoT-15	CtoT-16	CtoT-17	CtoT-18	CtoT-19
LS-76	NODE_2401_length_15923_cov_9.5	0.305	0.000	0.000	0.293	0.271	0.000	0.001	0.003	0.002	0.196	0.466	0.002	957	8.698	15923	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_32240_length_3113_cov_5.6	0.201	0.005	0.005	0.191	1.156	0.007	0.012	0.007	0.019	1.000	1.000	0.022	108	5.023	3113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_8172_length_7309_cov_49.1	0.466	0.009	0.001	0.758	40.709	0.009	0.001	0.009	0.006	1.000	1.000	0.005	2220	42.841	7309	0.009	0.012	0.003	0.010	0.008	0.006	0.006	0.003	0.005	0.003	0.015	0.010	0.011	0.006	0.022	0.011	0.006	0.019	0.003	0.010
LS-76	NODE_8557_length_7086_cov_12.1	0.320	0.018	0.004	0.146	0.899	0.016	0.013	0.022	0.014	0.473	0.900	0.017	562	10.628	7086	0.015	0.024	0.018	0.050	0.000	0.000	0.056	0.022	0.000	0.000	0.020	0.000	0.023	0.027	0.000	0.020	0.043	0.019	0.000	0.019
LS-76	NODE_1160_length_25038_cov_44.9	0.616	0.004	0.001	0.990	1.064	0.003	0.001	0.006	0.003	0.442	0.858	0.002	7067	40.043	25038	0.006	0.003	0.004	0.002	0.007	0.005	0.006	0.002	0.001	0.010	0.002	0.003	0.002	0.000	0.004	0.006	0.002	0.000	0.006	0.001
LS-76	NODE_2713_length_14742_cov_11.5	0.349	0.006	0.001	0.578	0.609	0.006	0.001	0.013	0.006	0.433	0.851	0.005	1097	10.342	14742	0.011	0.016	0.006	0.000	0.000	0.000	0.000	0.013	0.014	0.014	0.007	0.012	0.007	0.000	0.006	0.008	0.000	0.000	0.007	0.006
LS-76	NODE_7441_length_7763_cov_21.2	0.368	0.011	0.002	0.990	0.768	0.010	0.002	0.020	0.007	0.413	0.822	0.007	1054	18.853	7763	0.020	0.000	0.012	0.021	0.006	0.006	0.019	0.017	0.018	0.006	0.005	0.000	0.000	0.007	0.010	0.019	0.017	0.005	0.006	0.018
LS-76	NODE_2469_length_15660_cov_44.3	0.533	0.007	0.001	0.738	0.839	0.006	0.001	0.010	0.004	0.405	0.815	0.003	4281	38.989	15660	0.010	0.007	0.009	0.000	0.008	0.006	0.007	0.005	0.008	0.014	0.010	0.010	0.008	0.003	0.003	0.008	0.003	0.003	0.000	0.008
LS-76	NODE_11540_length_5844_cov_19.2	0.309	0.005	0.002	0.990	0.780	0.004	0.002	0.014	0.007	0.366	0.746	0.007	675	16.606	5844	0.014	0.000	0.000	0.000	0.000	0.017	0.000	0.009	0.011	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.020
LS-76	NODE_559_length_39207_cov_29.7	0.648	0.002	0.000	0.000	0.296	0.000	0.005	0.002	0.001	0.334	0.690	0.001	7177	26.275	39207	0.001	0.002	0.002	0.003	0.001	0.001	0.001	0.004	0.003	0.001	0.002	0.000	0.001	0.003	0.002	0.001	0.001	0.002	0.000	0.001
LS-76	NODE_620_length_36736_cov_14.0	0.533	0.001	0.000	0.544	0.598	0.001	0.000	0.002	0.001	0.322	0.681	0.001	3195	12.417	36736	0.001	0.003	0.000	0.000	0.000	0.000	0.000	0.002	0.002	0.002	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.002
LS-76	NODE_1041_length_26581_cov_43.4	0.595	0.000	0.000	0.990	0.798	0.000	0.000	0.001	0.001	0.326	0.681	0.001	7030	38.168	26581	0.001	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_17959_length_4453_cov_8.1	0.221	0.001	0.001	0.182	0.350	0.000	0.004	0.007	0.005	0.285	0.613	0.006	227	7.407	4453	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_18927_length_4316_cov_7.8	0.224	0.004	0.003	0.087	0.442	0.000	0.016	0.009	0.008	0.227	0.499	0.011	205	6.736	4316	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_2533_length_15442_cov_18.8	0.356	0.003	0.001	0.219	0.423	0.002	0.001	0.005	0.002	0.229	0.499	0.002	1750	16.337	15442	0.005	0.004	0.000	0.007	0.007	0.003	0.003	0.000	0.000	0.000	0.007	0.004	0.003	0.000	0.003	0.000	0.004	0.000	0.003	0.006
LS-76	NODE_3602_length_12382_cov_43.9	0.482	0.003	0.001	0.987	0.582	0.002	0.001	0.007	0.003	0.218	0.493	0.003	3420	38.845	12382	0.007	0.003	0.002	0.004	0.005	0.011	0.002	0.002	0.002	0.000	0.000	0.000	0.000	0.000	0.005	0.002	0.002	0.002	0.004	0.000
LS-76	NODE_60_length_192173_cov_49.8	0.999	0.000	0.000	0.371	0.327	0.000	0.000	0.001	0.000	0.216	0.493	0.000	58734	44.063	192173	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_11335_length_5918_cov_9.3	0.322	0.006	0.002	0.990	0.382	0.005	0.002	0.028	0.008	0.220	0.493	0.008	350	8.188	5918	0.028	0.000	0.000	0.017	0.000	0.000	0.000	0.019	0.015	0.019	0.000	0.016	0.000	0.000	0.000	0.000	0.016	0.000	0.000	0.000
LS-76	NODE_18874_length_4323_cov_18.9	0.310	0.009	0.002	0.263	0.324	0.007	0.003	0.018	0.008	0.206	0.481	0.008	494	16.207	4323	0.016	0.019	0.011	0.010	0.014	0.000	0.000	0.013	0.025	0.000	0.016	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.025
LS-76	NODE_32825_length_3081_cov_9.7	0.255	0.007	0.003	0.103	0.249	0.000	0.015	0.017	0.010	0.064	0.200	0.012	205	8.879	3081	0.000	0.036	0.000	0.033	0.000	0.000	0.029	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_12693_length_5493_cov_11.7	0.315	0.019	0.004	0.000	0.000	0.005	0.018	0.025	0.008	0.186	0.455	0.016	405	9.991	5493	0.014	0.035	0.000	0.018	0.061	0.023	0.018	0.038	0.018	0.000	0.000	0.020	0.030	0.039	0.000	0.000	0.032	0.000	0.018	0.019
LS-76	NODE_2312_length_16288_cov_14.2	0.365	0.003	0.001	0.708	0.409	0.003	0.001	0.010	0.003	0.181	0.450	0.003	1461	12.726	16288	0.009	0.006	0.000	0.004	0.004	0.000	0.000	0.000	0.004	0.004	0.000	0.004	0.009	0.009	0.000	0.004	0.000	0.000	0.000	0.005
LS-76	NODE_25141_length_3630_cov_13.6	0.238	0.003	0.002	0.119	0.382	0.000	0.009	0.008	0.007	0.173	0.437	0.009	295	11.443	3630	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_9821_length_6490_cov_14.6	0.338	0.015	0.003	0.084	0.219	0.006	0.016	0.024	0.008	0.133	0.341	0.010	609	12.953	6490	0.013	0.018	0.036	0.032	0.020	0.014	0.027	0.000	0.015	0.014	0.000	0.000	0.017	0.015	0.000	0.027	0.027	0.000	0.016	0.000
LS-76	NODE_944_length_27991_cov_11.2	0.440	0.001	0.000	0.990	0.293	0.001	0.000	0.005	0.001	0.091	0.237	0.001	1926	9.930	27991	0.005	0.000	0.000	0.000	0.000	0.003	0.003	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_4475_length_10858_cov_134.6	0.895	0.007	0.001	0.953	0.489	0.007	0.001	0.012	0.003	0.089	0.235	0.002	9030	118.956	10858	0.012	0.007	0.006	0.013	0.004	0.008	0.007	0.010	0.008	0.008	0.005	0.008	0.006	0.002	0.005	0.007	0.005	0.005	0.004	0.009
LS-76	NODE_1184_length_24650_cov_17.3	0.436	0.001	0.000	0.990	0.274	0.000	0.000	0.004	0.001	0.063	0.200	0.001	2622	15.356	24650	0.004	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_12086_length_5668_cov_25.4	0.398	0.017	0.002	0.019	0.164	0.000	0.032	0.026	0.006	0.086	0.233	0.009	905	22.356	5668	0.027	0.042	0.014	0.014	0.027	0.008	0.008	0.014	0.029	0.023	0.027	0.015	0.019	0.014	0.024	0.000	0.021	0.008	0.000	0.008
LS-76	NODE_4281_length_11138_cov_16.1	0.321	0.002	0.001	0.655	0.375	0.002	0.001	0.009	0.003	0.083	0.233	0.003	1115	14.225	11138	0.009	0.007	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.011	0.000	0.006	0.000	0.000	0.000
LS-76	NODE_1546_length_20881_cov_14.0	0.406	0.004	0.001	0.269	0.189	0.003	0.001	0.010	0.003	0.086	0.233	0.003	1757	12.063	20881	0.010	0.011	0.003	0.003	0.010	0.003	0.004	0.000	0.007	0.007	0.004	0.000	0.007	0.000	0.000	0.004	0.004	0.000	0.003	0.007
LS-76	NODE_10671_length_6144_cov_9.7	0.267	0.009	0.003	0.024	0.423	0.000	0.044	0.014	0.009	0.083	0.233	0.013	372	8.696	6144	0.000	0.024	0.000	0.023	0.000	0.048	0.000	0.021	0.000	0.000	0.022	0.025	0.000	0.000	0.000	0.000	0.000	0.021	0.000	0.000
LS-76	NODE_9334_length_6690_cov_9.6	0.251	0.002	0.002	0.325	0.439	0.001	0.002	0.009	0.007	0.082	0.233	0.007	404	8.582	6690	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_7525_length_7707_cov_114.6	0.835	0.008	0.001	0.990	0.551	0.008	0.001	0.016	0.004	0.074	0.223	0.004	5454	101.768	7707	0.016	0.000	0.002	0.010	0.014	0.012	0.004	0.008	0.005	0.006	0.015	0.009	0.006	0.012	0.003	0.011	0.007	0.008	0.005	0.013
LS-76	NODE_114_length_119048_cov_48.8	0.988	0.000	0.000	0.575	0.560	0.000	0.000	0.001	0.000	0.074	0.223	0.000	35786	43.296	119048	0.001	0.001	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.001	0.000
LS-76	NODE_12397_length_5576_cov_40.4	0.514	0.012	0.002	0.990	0.410	0.011	0.002	0.031	0.008	0.084	0.233	0.007	1427	36.001	5576	0.031	0.006	0.005	0.005	0.021	0.018	0.000	0.017	0.000	0.022	0.000	0.012	0.005	0.011	0.011	0.020	0.017	0.007	0.021	0.012
LS-76	NODE_641_length_35930_cov_49.3	0.713	0.000	0.000	0.627	1.669	0.000	0.000	0.000	0.000	1.000	1.000	0.000	10921	43.844	35930	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.000
LS-76	NODE_14273_length_5112_cov_32.7	0.462	0.018	0.002	0.990	0.544	0.017	0.002	0.031	0.007	0.476	0.900	0.007	1077	28.981	5112	0.031	0.014	0.013	0.012	0.014	0.022	0.026	0.022	0.007	0.007	0.013	0.020	0.020	0.020	0.035	0.021	0.014	0.013	0.023	0.006
LS-76	NODE_3353_length_12942_cov_44.2	0.467	0.000	0.000	0.990	0.736	0.000	0.000	0.002	0.001	0.498	0.921	0.001	3546	39.568	12942	0.002	0.000	0.002	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_16006_length_4766_cov_9.6	0.271	0.015	0.005	0.389	0.683	0.018	0.006	0.018	0.020	1.000	1.000	0.021	291	8.447	4766	0.000	0.000	0.000	0.000	0.032	0.069	0.000	0.000	0.000	0.032	0.038	0.000	0.025	0.036	0.000	0.042	0.000	0.000	0.000	0.033
LS-76	NODE_8507_length_7110_cov_9.9	0.277	0.006	0.002	0.990	1.309	0.006	0.002	0.014	0.010	0.788	1.000	0.009	461	8.998	7110	0.014	0.000	0.000	0.000	0.022	0.015	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.020	0.015	0.000	0.000	0.000	0.020	0.000
LS-76	NODE_8918_length_6877_cov_8.3	0.279	0.008	0.003	0.990	1.461	0.007	0.003	0.017	0.014	0.750	1.000	0.012	373	7.543	6877	0.017	0.000	0.000	0.023	0.020	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.045	0.000	0.000	0.000	0.020
LS-76	NODE_109_length_123870_cov_47.8	0.990	0.000	0.000	0.560	0.621	0.000	0.000	0.000	0.000	1.000	1.000	0.000	36372	42.330	123870	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.000
LS-76	NODE_3675_length_12216_cov_41.2	0.462	0.007	0.001	0.937	0.726	0.007	0.001	0.007	0.003	1.000	1.000	0.003	3070	36.170	12216	0.002	0.006	0.010	0.010	0.009	0.005	0.008	0.005	0.000	0.008	0.003	0.010	0.007	0.003	0.012	0.010	0.009	0.011	0.005	0.003
LS-76	NODE_3550_length_12503_cov_8.1	0.268	0.001	0.001	0.000	0.476	0.003	0.011	0.003	0.002	1.000	1.000	0.003	627	7.206	12503	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.011	0.000	0.000
LS-76	NODE_7063_length_8035_cov_8.7	0.231	0.002	0.001	0.291	1.165	0.002	0.002	0.002	0.005	1.000	1.000	0.005	431	7.585	8035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_2125_length_17118_cov_11.9	0.402	0.011	0.002	0.990	1.339	0.011	0.002	0.019	0.010	0.695	1.000	0.009	1300	10.520	17118	0.019	0.000	0.024	0.007	0.000	0.009	0.008	0.016	0.000	0.016	0.009	0.024	0.015	0.009	0.008	0.000	0.008	0.038	0.008	0.008
LS-76	NODE_10288_length_6292_cov_19.8	0.300	0.003	0.001	0.000	0.000	0.010	0.006	0.010	0.003	1.000	1.000	0.009	772	17.479	6292	0.000	0.000	0.000	0.000	0.000	0.006	0.000	0.008	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.016
LS-76	NODE_24_length_264895_cov_48.9	1.000	0.000	0.000	0.962	1.789	0.000	0.000	0.000	0.000	1.000	1.000	0.000	79566	43.288	264895	0.000	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_7860_length_7492_cov_12.7	0.265	0.005	0.002	0.332	0.714	0.007	0.003	0.007	0.009	1.000	1.000	0.009	602	11.508	7492	0.000	0.000	0.000	0.000	0.000	0.015	0.014	0.000	0.014	0.028	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.024	0.000	0.000
LS-76	NODE_507_length_42373_cov_11.1	0.569	0.001	0.000	0.450	0.897	0.001	0.000	0.001	0.001	1.000	1.000	0.001	2903	9.870	42373	0.000	0.000	0.000	0.002	0.002	0.000	0.000	0.000	0.002	0.004	0.004	0.000	0.000	0.000	0.002	0.002	0.000	0.000	0.000	0.000
LS-76	NODE_340_length_55007_cov_1115.8	1.000	0.003	0.000	0.000	1.061	0.002	0.002	0.003	0.000	1.000	1.000	0.000	372762	980.184	55007	0.002	0.004	0.002	0.002	0.003	0.002	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.002	0.002	0.003	0.003	0.002	0.003	0.003
LS-76	NODE_22355_length_3898_cov_18.9	0.296	0.006	0.002	0.000	0.000	0.016	0.010	0.016	0.004	1.000	1.000	0.014	429	15.827	3898	0.000	0.000	0.013	0.000	0.014	0.000	0.000	0.000	0.016	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.029	0.000
LS-76	NODE_2443_length_15746_cov_51.6	0.536	0.000	0.000	0.733	1.958	0.001	0.000	0.001	0.001	1.000	1.000	0.001	5028	46.061	15746	0.000	0.000	0.000	0.003	0.002	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_765_length_31779_cov_16.2	0.523	0.006	0.001	0.402	1.137	0.006	0.001	0.008	0.004	0.811	1.000	0.004	3259	14.118	31779	0.006	0.009	0.007	0.007	0.003	0.008	0.000	0.003	0.000	0.008	0.008	0.013	0.003	0.010	0.008	0.005	0.000	0.008	0.010	0.000
LS-76	NODE_1999_length_17702_cov_96.4	0.804	0.006	0.000	0.399	2.023	0.006	0.001	0.007	0.002	1.000	1.000	0.002	10479	85.176	17702	0.006	0.010	0.006	0.006	0.006	0.007	0.005	0.003	0.005	0.009	0.007	0.004	0.007	0.008	0.006	0.007	0.009	0.004	0.008	0.005
LS-76	NODE_2140_length_17070_cov_13.1	0.337	0.001	0.001	0.990	0.742	0.001	0.001	0.004	0.002	0.510	0.932	0.002	1355	11.510	17070	0.004	0.000	0.000	0.005	0.007	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_2736_length_14683_cov_15.8	0.357	0.005	0.001	0.891	0.750	0.004	0.001	0.010	0.004	0.519	0.937	0.004	1440	13.945	14683	0.010	0.005	0.004	0.000	0.008	0.011	0.004	0.009	0.000	0.000	0.007	0.008	0.000	0.000	0.004	0.004	0.008	0.007	0.000	0.004
LS-76	NODE_586_length_37992_cov_21.3	0.604	0.003	0.000	0.990	0.882	0.003	0.000	0.005	0.002	0.552	0.986	0.002	4989	18.935	37992	0.006	0.002	0.004	0.003	0.003	0.005	0.003	0.001	0.003	0.005	0.000	0.002	0.002	0.004	0.006	0.001	0.007	0.004	0.006	0.002
LS-76	NODE_885_length_29284_cov_27.0	0.529	0.001	0.000	0.313	2.681	0.001	0.000	0.001	0.001	0.560	0.989	0.001	4878	24.087	29284	0.000	0.002	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.002	0.001	0.002	0.001
LS-76	NODE_4734_length_10430_cov_21.1	0.301	0.000	0.000	0.632	2.526	0.000	0.000	0.000	0.001	1.000	1.000	0.001	1387	18.724	10430	0.000	0.000	0.000	0.000	0.005	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_7344_length_7838_cov_16.6	0.323	0.013	0.002	0.990	2.569	0.012	0.002	0.016	0.009	0.936	1.000	0.008	822	14.419	7838	0.016	0.012	0.000	0.019	0.000	0.017	0.020	0.018	0.020	0.010	0.000	0.020	0.029	0.018	0.000	0.017	0.000	0.018	0.008	0.009
LS-76	NODE_2854_length_14318_cov_16.2	0.346	0.003	0.001	0.990	0.834	0.003	0.001	0.008	0.004	0.481	0.900	0.004	1446	14.250	14318	0.008	0.000	0.011	0.000	0.006	0.006	0.006	0.000	0.006	0.000	0.013	0.000	0.000	0.000	0.000	0.005	0.000	0.000	0.006	0.000
LS-76	NODE_11228_length_5956_cov_10.4	0.216	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	388	9.242	5956	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_7842_length_7509_cov_8.9	0.258	0.006	0.002	0.990	2.477	0.005	0.002	0.010	0.011	0.870	1.000	0.010	423	7.924	7509	0.010	0.000	0.000	0.029	0.000	0.000	0.015	0.000	0.000	0.000	0.030	0.000	0.000	0.014	0.000	0.000	0.000	0.016	0.000	0.000
LS-76	NODE_32177_length_3118_cov_10.3	0.195	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	189	8.800	3118	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_15716_length_4815_cov_7.5	0.221	0.006	0.003	0.885	2.088	0.007	0.003	0.007	0.013	0.991	1.000	0.012	234	6.768	4815	0.000	0.000	0.026	0.038	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.031	0.000
LS-76	NODE_11441_length_5883_cov_8.9	0.272	0.004	0.002	0.000	0.000	0.017	0.009	0.017	0.004	1.000	1.000	0.015	331	7.754	5883	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.022	0.023
LS-76	NODE_1_length_686495_cov_49.5	1.000	0.000	0.000	0.990	6.906	0.000	0.000	0.000	0.000	0.972	1.000	0.000	208759	43.834	686495	0.000	0.000	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_88_length_146616_cov_49.5	0.996	0.000	0.000	0.990	3.332	0.000	0.000	0.000	0.000	0.951	1.000	0.000	44442	43.737	146616	0.000	0.000	0.001	0.001	0.001	0.001	0.000	0.000	0.001	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.000	0.001	0.000	0.000
LS-76	NODE_19892_length_4187_cov_9.1	0.199	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	236	8.122	4187	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_4645_length_10552_cov_49.9	0.497	0.003	0.001	0.248	0.165	0.002	0.001	0.007	0.002	0.064	0.200	0.002	3237	43.814	10552	0.007	0.004	0.006	0.009	0.003	0.003	0.003	0.003	0.000	0.000	0.000	0.000	0.003	0.003	0.006	0.003	0.003	0.000	0.003	0.003
LS-76	NODE_475_length_43829_cov_44.6	0.755	0.000	0.000	0.990	7.960	0.000	0.000	0.000	0.000	1.000	1.000	0.000	12017	39.668	43829	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000
LS-76	NODE_701_length_33687_cov_18.7	0.541	0.004	0.001	0.990	0.827	0.004	0.001	0.004	0.003	1.000	1.000	0.003	3943	16.798	33687	0.000	0.005	0.000	0.010	0.009	0.000	0.004	0.005	0.008	0.006	0.004	0.004	0.002	0.000	0.006	0.002	0.002	0.003	0.002	0.002
LS-76	NODE_15990_length_4768_cov_75.2	0.559	0.001	0.000	0.901	2.474	0.001	0.000	0.001	0.002	1.000	1.000	0.001	2204	66.565	4768	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_26490_length_3514_cov_11.9	0.212	0.002	0.002	0.428	2.535	0.002	0.002	0.002	0.008	1.000	1.000	0.008	261	10.566	3514	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_1322_length_22948_cov_17.3	0.429	0.006	0.001	0.819	2.701	0.006	0.001	0.006	0.004	1.000	1.000	0.004	2476	15.305	22948	0.005	0.004	0.011	0.008	0.006	0.000	0.011	0.009	0.003	0.000	0.006	0.003	0.006	0.000	0.003	0.006	0.010	0.009	0.010	0.010
LS-76	NODE_30903_length_3194_cov_18.1	0.291	0.010	0.003	0.990	2.186	0.009	0.004	0.017	0.016	0.878	1.000	0.014	351	15.409	3194	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.044	0.040	0.033
LS-76	NODE_11_length_360770_cov_48.9	1.000	0.000	0.000	0.954	2.792	0.000	0.000	0.000	0.000	1.000	1.000	0.000	108174	43.245	360770	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_22444_length_3889_cov_21.8	0.326	0.005	0.003	0.000	0.351	0.017	0.052	0.017	0.007	1.000	1.000	0.017	563	20.294	3889	0.000	0.012	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.011	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.049
LS-76	NODE_7209_length_7924_cov_8.0	0.221	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	399	7.237	7924	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-76	NODE_34128_length_3007_cov_7.5	0.302	0.009	0.005	0.001	0.334	0.032	0.092	0.032	0.013	1.000	1.000	0.031	144	6.383	3007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.062	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.045
LS-76	NODE_2676_length_14914_cov_16.3	0.334	0.003	0.001	0.494	1.983	0.003	0.001	0.004	0.004	0.763	1.000	0.004	1497	14.406	14914	0.003	0.006	0.005	0.000	0.000	0.000	0.011	0.000	0.000	0.000	0.006	0.000	0.011	0.000	0.010	0.005	0.000	0.005	0.000	0.000
LS-76	NODE_2621_length_15120_cov_13.8	0.323	0.004	0.001	0.560	9.709	0.004	0.001	0.004	0.004	0.990	1.000	0.003	1289	12.256	15120	0.003	0.007	0.000	0.004	0.005	0.000	0.000	0.005	0.008	0.009	0.004	0.000	0.008	0.010	0.000	0.000	0.000	0.004	0.000	0.004
LS-76	NODE_34_length_237704_cov_49.4	1.000	0.000	0.000	0.702	1.953	0.000	0.000	0.000	0.000	1.000	1.000	0.000	72277	43.790	237704	0.000	0.000	0.001	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000
LS-76	NODE_100_length_132591_cov_48.3	0.993	0.000	0.000	0.920	1.379	0.000	0.000	0.000	0.000	1.000	1.000	0.000	39292	42.756	132591	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000
