sample	contig	NCBItaxID	NCBIrank	NCBItaxName	nFrags	retainedFrags	taxassignedFrags	fractionAgreement	lineage
LS-67	NODE_36932_length_4032_cov_12.4	83784	order	B26-1	5	4	4	1.0	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1
LS-67	NODE_59330_length_3029_cov_8.6	80220	species	Rhodoplanes sp016793685	3	3	2	0.67	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Rhodoplanes;s_Rhodoplanes sp016793685
LS-76	NODE_128_length_110224_cov_97.4	84697	genus	UBA9949	161	156	124	0.89	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_UBA9949
LS-76	NODE_1988_length_17780_cov_11.1	471	family	Cyanobiaceae	12	12	8	0.52	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_PCC-6307;f_Cyanobiaceae
LS-76	NODE_6835_length_8216_cov_11.0	28044	genus	WH-5701	11	10	8	0.88	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_PCC-6307;f_Cyanobiaceae;g_WH-5701
LS-76	NODE_12693_length_5493_cov_11.7	840	phylum	Desulfobacterota	5	5	4	0.99	d_Bacteria;p_Desulfobacterota
LS-76	NODE_34128_length_3007_cov_7.5	68782	species	VGWB01 sp016873755	17	17	2	0.54	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030;f_UBA10030;g_VGWB01;s_VGWB01 sp016873755
LS-85	NODE_1341_length_27900_cov_189.4	83785	family	UBA233	39	35	30	0.86	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-76	NODE_28560_length_3352_cov_12.0	21331	order	BSN033	3	3	2	1.0	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033
LS-85	NODE_896_length_35532_cov_32.7	68304	species	DSXZ01 sp011367735	46	42	19	0.6	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_DSXZ01;s_DSXZ01 sp011367735
LS-85	NODE_4289_length_14450_cov_11.7	2	superkingdom	Bacteria	10	8	8	1.0	d_Bacteria
LS-85	NODE_9310_length_9249_cov_16.0	2	superkingdom	Bacteria	7	7	5	0.75	d_Bacteria
LS-85	NODE_18313_length_6223_cov_22.8	1454	class	Anaerolineae	6	5	5	1.0	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-85	NODE_49929_length_3374_cov_10.3	21333	genus	UBA1163	8	7	4	0.73	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_UBA1163
LS-65	NODE_41_length_230666_cov_31.5	2	superkingdom	Bacteria	67	58	39	0.62	d_Bacteria
LS-65	NODE_617_length_51745_cov_26.8	2	superkingdom	Bacteria	45	41	41	1.0	d_Bacteria
LS-65	NODE_3977_length_17367_cov_14.3	29252	species	UBA1163 sp002311635	22	21	9	0.55	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_UBA1163;s_UBA1163 sp002311635
LS-65	NODE_8241_length_11077_cov_22.3	164	class	Bacteroidia	12	11	9	0.72	d_Bacteria;p_Bacteroidota;c_Bacteroidia
LS-55	NODE_11_length_421855_cov_77.6	2	superkingdom	Bacteria	95	80	55	0.64	d_Bacteria
LS-55	NODE_199_length_108988_cov_80.6	2	superkingdom	Bacteria	33	29	22	0.74	d_Bacteria
LS-55	NODE_1670_length_32628_cov_26.5	83343	superkingdom	Archaea	22	21	17	0.8	d_Archaea
LS-55	NODE_3090_length_22057_cov_25.0	23	phylum	Actinobacteriota	17	15	11	0.57	d_Bacteria;p_Actinobacteriota
LS-55	NODE_5145_length_15949_cov_14.1	8579	genus	UBA4615	18	17	8	0.53	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_UBA4615
LS-55	NODE_8830_length_11255_cov_43.4	2	superkingdom	Bacteria	13	11	9	0.8	d_Bacteria
LS-55	NODE_13690_length_8405_cov_10.3	4041	class	Koll11	9	8	7	0.88	d_Bacteria;p_Omnitrophota;c_Koll11
LS-55	NODE_20500_length_6441_cov_10.8	21740	genus	RBG-16-66-30	8	6	4	0.61	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_RBG-16-66-30;g_RBG-16-66-30
LS-55	NODE_37538_length_4383_cov_7.7	2534	order	Syntrophales	6	6	4	0.74	d_Bacteria;p_Desulfobacterota;c_Syntrophia;o_Syntrophales
LS-55	NODE_63231_length_3176_cov_65.7	24869	species	UBA1163 sp002327985	2	2	1	0.5	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_UBA1163;s_UBA1163 sp002327985
LS-85	NODE_5421_length_12592_cov_191.6	83785	family	UBA233	13	13	10	0.83	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-85	NODE_12195_length_7928_cov_11.3	342	class	Spirochaetia	6	6	3	0.5	d_Bacteria;p_Spirochaetota;c_Spirochaetia
LS-85	NODE_24350_length_5251_cov_15.2	83785	family	UBA233	4	4	2	0.5	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-85	NODE_35787_length_4144_cov_13.0	840	phylum	Desulfobacterota	6	5	4	0.99	d_Bacteria;p_Desulfobacterota
LS-85	NODE_57687_length_3080_cov_23.5	2	superkingdom	Bacteria	5	5	5	1.0	d_Bacteria
LS-65	NODE_83_length_170991_cov_31.7	2	superkingdom	Bacteria	45	39	28	0.75	d_Bacteria
LS-65	NODE_1670_length_29930_cov_32.8	2	superkingdom	Bacteria	7	5	5	1.0	d_Bacteria
LS-65	NODE_4885_length_15297_cov_9.6	83786	genus	PALSA-986	9	9	5	0.62	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233;g_PALSA-986
LS-65	NODE_10594_length_9408_cov_11.0	2	superkingdom	Bacteria	7	6	6	1.0	d_Bacteria
LS-65	NODE_22585_length_5836_cov_20.8	6494	family	SG8-4	9	9	6	0.67	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-55	NODE_13257_length_8579_cov_9.3	2	superkingdom	Bacteria	8	6	5	0.83	d_Bacteria
LS-55	NODE_20052_length_6533_cov_15.6	60105	species	RBG-16-56-11 sp001796865	5	5	2	0.63	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_RBG-16-60-22;g_RBG-16-56-11;s_RBG-16-56-11 sp001796865
LS-55	NODE_32665_length_4785_cov_85.3	68304	species	DSXZ01 sp011367735	7	7	6	1.0	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_DSXZ01;s_DSXZ01 sp011367735
LS-55	NODE_59704_length_3288_cov_11.2	46355	species	CAILUG01 sp903844415	3	3	2	0.67	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudohongiellaceae;g_CAILUG01;s_CAILUG01 sp903844415
LS-93	NODE_701_length_41050_cov_32.6	2	superkingdom	Bacteria	9	9	7	0.75	d_Bacteria
LS-93	NODE_3590_length_16916_cov_14.2	4	class	Gammaproteobacteria	19	19	10	0.63	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
LS-93	NODE_7959_length_10875_cov_17.0	7106	order	Aminicenantales	7	6	4	0.79	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales
LS-93	NODE_13740_length_7926_cov_11.5	2	superkingdom	Bacteria	8	6	6	1.0	d_Bacteria
LS-93	NODE_24649_length_5522_cov_9.0	85842	species	UBA8941 sp001774245	3	3	3	1.0	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_TCS64;f_TCS64;g_UBA8941;s_UBA8941 sp001774245
LS-93	NODE_38168_length_4218_cov_9.8	1203	class	Dehalococcoidia	6	6	6	1.0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia
LS-85	NODE_2560_length_19294_cov_20.4	1454	class	Anaerolineae	15	13	7	0.58	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-85	NODE_7340_length_10627_cov_20.3	2	superkingdom	Bacteria	11	11	11	1.0	d_Bacteria
LS-85	NODE_14211_length_7254_cov_17.2	84152	family	B26-1	9	8	5	0.7	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_B26-1
LS-85	NODE_27654_length_4847_cov_8.3	1454	class	Anaerolineae	6	5	3	0.6	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-85	NODE_40689_length_3829_cov_25.4	39365	genus	JACIWX01	3	3	2	0.67	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_UBA2200;f_UBA2200;g_JACIWX01
LS-65	NODE_1_length_722726_cov_32.6	2	superkingdom	Bacteria	184	160	112	0.64	d_Bacteria
LS-65	NODE_319_length_75696_cov_19.8	83350	phylum	Thermoproteota	49	47	28	0.59	d_Archaea;p_Thermoproteota
LS-65	NODE_2653_length_22249_cov_87.9	21332	family	UBA1163	35	31	22	0.94	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-65	NODE_5946_length_13572_cov_20.5	10879	species	Planktothrix agardhii	8	8	4	0.78	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Microcoleaceae;g_Planktothrix;s_Planktothrix agardhii
LS-65	NODE_12883_length_8307_cov_9.7	183	order	Rhizobiales	8	7	6	0.86	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales
LS-76	NODE_8172_length_7309_cov_49.1	74007	species	Mycobacterium sp903911165	14	13	9	0.72	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium sp903911165
LS-76	NODE_18968_length_4310_cov_12.6	27	genus	Mycobacterium	5	5	3	0.67	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
LS-85	NODE_268_length_64708_cov_27.4	59046	family	SM23-32	42	38	31	0.81	d_Bacteria;p_Planctomycetota;c_Brocadiae;o_SM23-32;f_SM23-32
LS-85	NODE_2307_length_20423_cov_28.2	68304	species	DSXZ01 sp011367735	20	20	12	0.74	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_DSXZ01;s_DSXZ01 sp011367735
LS-85	NODE_6943_length_10974_cov_10.4	37418	species	WVWN01 sp011773985	15	15	13	0.99	d_Bacteria;p_RBG-13-66-14;c_B26-G2;o_WVWN01;f_WVWN01;g_WVWN01;s_WVWN01 sp011773985
LS-85	NODE_13773_length_7396_cov_10.8	165	order	Bacteroidales	12	11	5	0.6	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales
LS-85	NODE_27465_length_4867_cov_11.2	2	superkingdom	Bacteria	5	5	3	0.6	d_Bacteria
LS-85	NODE_38755_length_3946_cov_8.6	84613	species	B87-G9 sp003649695	2	1	1	1.0	d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_B87-G9;f_B87-G9;g_B87-G9;s_B87-G9 sp003649695
LS-65	NODE_196_length_103976_cov_32.0	2	superkingdom	Bacteria	30	25	14	0.51	d_Bacteria
LS-65	NODE_2202_length_25139_cov_11.0	68782	species	VGWB01 sp016873755	23	22	18	0.81	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030;f_UBA10030;g_VGWB01;s_VGWB01 sp016873755
LS-93	NODE_15449_length_7391_cov_8.5	2	superkingdom	Bacteria	6	6	6	1.0	d_Bacteria
LS-93	NODE_31210_length_4768_cov_91.7	83785	family	UBA233	3	3	2	0.67	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-93	NODE_49851_length_3578_cov_16.0	18408	genus	Hyphomicrobium	4	4	4	1.0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_Hyphomicrobium
LS-35	NODE_316_length_61014_cov_37.6	6494	family	SG8-4	64	54	34	0.69	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-35	NODE_2329_length_20949_cov_22.2	1454	class	Anaerolineae	18	18	14	0.87	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-35	NODE_6850_length_11596_cov_38.1	2132	order	UBA10030	11	11	5	0.57	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030
LS-35	NODE_10790_length_9061_cov_22.2	840	phylum	Desulfobacterota	8	7	4	0.51	d_Bacteria;p_Desulfobacterota
LS-35	NODE_15813_length_7392_cov_7.9	2	superkingdom	Bacteria	3	3	3	1.0	d_Bacteria
LS-35	NODE_25056_length_5767_cov_8.6	2	superkingdom	Bacteria	3	3	3	1.0	d_Bacteria
LS-35	NODE_32904_length_4974_cov_9.6	2	superkingdom	Bacteria	6	6	5	0.8	d_Bacteria
LS-93	NODE_1834_length_24612_cov_19.4	74007	species	Mycobacterium sp903911165	35	35	19	0.59	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium sp903911165
LS-93	NODE_5454_length_13411_cov_15.6	1203	class	Dehalococcoidia	14	14	8	0.55	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia
LS-93	NODE_9767_length_9683_cov_33.2	2	superkingdom	Bacteria	12	10	10	1.0	d_Bacteria
LS-93	NODE_15739_length_7312_cov_16.4	2	superkingdom	Bacteria	5	5	4	0.75	d_Bacteria
LS-93	NODE_31377_length_4752_cov_113.2	83999	species	Bog-38 sp003170935	8	8	5	0.61	d_Archaea;p_Halobacteriota;c_Bog-38;o_Bog-38;f_Bog-38;g_Bog-38;s_Bog-38 sp003170935
LS-93	NODE_50128_length_3565_cov_10.6	18408	genus	Hyphomicrobium	7	6	4	0.79	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_Hyphomicrobium
LS-35	NODE_355_length_58289_cov_22.4	6494	family	SG8-4	41	33	17	0.53	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-35	NODE_2531_length_19945_cov_14.8	21740	genus	RBG-16-66-30	22	20	17	0.84	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_RBG-16-66-30;g_RBG-16-66-30
LS-35	NODE_6905_length_11536_cov_8.7	4041	class	Koll11	11	11	10	0.9	d_Bacteria;p_Omnitrophota;c_Koll11
LS-35	NODE_11329_length_8840_cov_44.3	68304	species	DSXZ01 sp011367735	7	7	5	0.71	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_DSXZ01;s_DSXZ01 sp011367735
LS-65	NODE_36908_length_4330_cov_9.1	33561	genus	VGBK01	4	4	2	0.5	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_UBA5794;f_UBA11373;g_VGBK01
LS-65	NODE_64425_length_3089_cov_14.9	83409	order	Methanomicrobiales	3	3	2	0.67	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales
LS-63	NODE_1775_length_26054_cov_87.8	21332	family	UBA1163	43	38	27	0.87	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-63	NODE_7534_length_11262_cov_14.9	4496	genus	LD21	11	11	9	0.87	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17;g_LD21
LS-63	NODE_19313_length_6378_cov_10.9	64	family	Burkholderiaceae	5	5	3	0.51	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae
LS-63	NODE_33688_length_4542_cov_8.1	2	superkingdom	Bacteria	5	4	3	0.68	d_Bacteria
LS-55	NODE_1_length_811299_cov_77.5	2	superkingdom	Bacteria	191	151	105	0.67	d_Bacteria
LS-55	NODE_146_length_132500_cov_76.1	1	no rank	root	38	31	31	1.0	-_root
LS-55	NODE_1551_length_34146_cov_26.8	87425	species	OWC5 sp003345595	32	32	30	0.97	d_Archaea;p_Asgardarchaeota;c_Thorarchaeia;o_Thorarchaeales;f_Thorarchaeaceae;g_OWC5;s_OWC5 sp003345595
LS-55	NODE_3020_length_22338_cov_14.7	2704	order	Pirellulales	17	13	6	0.55	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales
LS-67	NODE_2229_length_22298_cov_11.5	2	superkingdom	Bacteria	27	25	22	0.89	d_Bacteria
LS-67	NODE_7139_length_11250_cov_21.0	83659	genus	SM1-50	13	13	10	0.77	d_Archaea;p_Thermoplasmatota;c_E2;o_DHVEG-1;f_DHVEG-1;g_SM1-50
LS-67	NODE_18070_length_6270_cov_9.2	83785	family	UBA233	7	6	4	0.52	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-67	NODE_27718_length_4811_cov_12.4	840	phylum	Desulfobacterota	7	7	6	0.99	d_Bacteria;p_Desulfobacterota
LS-67	NODE_44699_length_3586_cov_6.4	1454	class	Anaerolineae	4	4	4	1.0	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-76	NODE_33_length_243412_cov_49.4	2	superkingdom	Bacteria	74	61	42	0.7	d_Bacteria
LS-76	NODE_701_length_33687_cov_18.7	84241	genus	JAAOZO01	35	32	19	0.63	d_Archaea;p_Thermoproteota;c_EX4484-205;o_EX4484-205;f_JAAOZO01;g_JAAOZO01
LS-76	NODE_2782_length_14550_cov_22.0	31463	species	JADJWR01 sp016716275	15	15	9	0.72	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_JADJWR01;s_JADJWR01 sp016716275
LS-76	NODE_9334_length_6690_cov_9.6	24869	species	UBA1163 sp002327985	8	6	3	0.5	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_UBA1163;s_UBA1163 sp002327985
LS-76	NODE_22444_length_3889_cov_21.8	1202	phylum	Chloroflexota	4	4	3	0.67	d_Bacteria;p_Chloroflexota
LS-35	NODE_7753_length_10852_cov_17.1	2	superkingdom	Bacteria	7	7	7	1.0	d_Bacteria
LS-35	NODE_12677_length_8324_cov_8.8	2	superkingdom	Bacteria	4	2	2	1.0	d_Bacteria
LS-35	NODE_19394_length_6618_cov_17.1	1	no rank	root	4	3	3	1.0	-_root
LS-35	NODE_27083_length_5522_cov_6.5	2	superkingdom	Bacteria	2	2	2	1.0	d_Bacteria
LS-35	NODE_35132_length_4797_cov_23.3	51125	species	BOG-1155 sp002067405	6	4	3	0.99	d_Bacteria;p_Desulfobacterota G;c_Syntrophorhabdia;o_Syntrophorhabdales;f_WCHB1-27;g_BOG-1155;s_BOG-1155 sp002067405
LS-35	NODE_47392_length_4078_cov_11.9	83784	order	B26-1	1	1	1	1.0	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1
LS-35	NODE_61559_length_3534_cov_11.1	85658	species	QEXZ01 sp003661125	2	2	1	0.5	d_Archaea;p_Halobacteriota;c_Syntropharchaeia;o_ANME-1;f_ANME-1;g_QEXZ01;s_QEXZ01 sp003661125
LS-67	NODE_199_length_66547_cov_20.0	2	superkingdom	Bacteria	49	46	38	0.82	d_Bacteria
LS-67	NODE_2397_length_21403_cov_14.2	6494	family	SG8-4	22	14	8	0.78	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-67	NODE_7349_length_11055_cov_12.7	840	phylum	Desulfobacterota	10	8	6	0.72	d_Bacteria;p_Desulfobacterota
LS-67	NODE_5117_length_13804_cov_14.4	2	superkingdom	Bacteria	9	9	8	0.88	d_Bacteria
LS-67	NODE_12624_length_7908_cov_18.2	183	order	Rhizobiales	12	12	9	0.79	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales
LS-67	NODE_23451_length_5329_cov_9.5	11528	genus	Rhodoplanes	6	6	5	0.98	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Rhodoplanes
LS-67	NODE_38906_length_3905_cov_29.3	1202	phylum	Chloroflexota	4	4	3	0.67	d_Bacteria;p_Chloroflexota
LS-76	NODE_4_length_579769_cov_48.9	2	superkingdom	Bacteria	126	103	71	0.65	d_Bacteria
LS-76	NODE_254_length_68225_cov_32.8	5447	class	WOR-3	47	44	22	0.53	d_Bacteria;p_WOR-3;c_WOR-3
LS-76	NODE_2140_length_17070_cov_13.1	471	family	Cyanobiaceae	9	9	9	1.0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_PCC-6307;f_Cyanobiaceae
LS-76	NODE_7405_length_7787_cov_9.0	86028	genus	JACIVX01	9	8	5	0.63	d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_JACIVX01;g_JACIVX01
LS-76	NODE_15990_length_4768_cov_75.2	83785	family	UBA233	3	3	2	0.67	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-85	NODE_49_length_134820_cov_43.4	6494	family	SG8-4	127	118	79	0.71	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-93	NODE_9559_length_9806_cov_12.0	57433	family	DRHE01	10	10	8	0.8	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_SZUA-6;f_DRHE01
LS-93	NODE_15360_length_7419_cov_11.1	2	superkingdom	Bacteria	6	6	3	0.6	d_Bacteria
LS-93	NODE_30490_length_4838_cov_10.1	1	no rank	root	4	3	3	1.0	-_root
LS-93	NODE_49695_length_3586_cov_9.2	4	class	Gammaproteobacteria	5	4	2	0.92	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
LS-35	NODE_291_length_64779_cov_16.1	84690	family	Aenigmatarchaeaceae	53	48	25	0.56	d_Archaea;p_Aenigmatarchaeota;c_Aenigmatarchaeia;o_Aenigmatarchaeales;f_Aenigmatarchaeaceae
LS-35	NODE_2222_length_21475_cov_12.1	23788	family	UBA5620	27	26	14	0.69	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_GIF9;f_UBA5620
LS-35	NODE_6802_length_11643_cov_9.2	2	superkingdom	Bacteria	7	5	5	1.0	d_Bacteria
LS-35	NODE_10455_length_9224_cov_43.1	86028	genus	JACIVX01	12	11	7	0.64	d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_JACIVX01;g_JACIVX01
LS-35	NODE_15702_length_7418_cov_9.0	2	superkingdom	Bacteria	5	4	3	0.97	d_Bacteria
LS-35	NODE_24904_length_5785_cov_8.5	2	superkingdom	Bacteria	3	3	3	1.0	d_Bacteria
LS-93	NODE_26838_length_5237_cov_8.4	83343	superkingdom	Archaea	4	4	2	0.65	d_Archaea
LS-93	NODE_43831_length_3875_cov_11.5	83359	genus	Bog-38	3	3	2	0.67	d_Archaea;p_Halobacteriota;c_Bog-38;o_Bog-38;f_Bog-38;g_Bog-38
LS-35	NODE_60_length_126492_cov_17.1	1454	class	Anaerolineae	108	99	43	0.5	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-35	NODE_1616_length_26115_cov_11.3	52970	species	RPQH01 sp003820375	24	22	12	0.55	d_Bacteria;p_Bacteroidota;c_Ignavibacteria;o_SJA-28;f_OLB5;g_RPQH01;s_RPQH01 sp003820375
LS-35	NODE_5516_length_12965_cov_17.3	56260	species	PNOM01 sp013824835	17	15	8	0.61	d_Bacteria;p_Desulfobacterota G;c_Syntrophorhabdia;o_Syntrophorhabdales;f_Syntrophorhabdaceae;g_PNOM01;s_PNOM01 sp013824835
LS-35	NODE_9573_length_9688_cov_9.8	32798	species	VGKF01 sp016867175	9	9	9	1.0	d_Bacteria;p_Omnitrophota;c_Koll11;o_GIF10;f_UBA6249;g_VGKF01;s_VGKF01 sp016867175
LS-35	NODE_14608_length_7715_cov_27.8	21333	genus	UBA1163	12	11	4	0.56	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_UBA1163
LS-35	NODE_22962_length_6052_cov_9.0	49412	species	UBA8529 sp013141385	3	1	1	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Tenuifilaceae;g_UBA8529;s_UBA8529 sp013141385
LS-35	NODE_30573_length_5172_cov_10.0	2	superkingdom	Bacteria	3	2	1	0.5	d_Bacteria
LS-35	NODE_40351_length_4448_cov_37.8	68304	species	DSXZ01 sp011367735	6	6	6	1.0	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_DSXZ01;s_DSXZ01 sp011367735
LS-55	NODE_2900_length_22827_cov_16.2	7105	class	Aminicenantia	20	19	11	0.58	d_Bacteria;p_Acidobacteriota;c_Aminicenantia
LS-55	NODE_4855_length_16559_cov_87.3	68304	species	DSXZ01 sp011367735	23	20	11	0.76	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_DSXZ01;s_DSXZ01 sp011367735
LS-55	NODE_8159_length_11870_cov_34.4	1373	family	Xanthobacteraceae	18	16	8	0.59	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae
LS-55	NODE_12967_length_8708_cov_18.3	840	phylum	Desulfobacterota	9	9	8	1.0	d_Bacteria;p_Desulfobacterota
LS-55	NODE_19648_length_6617_cov_15.0	11922	genus	CAIOAK01	7	7	7	1.0	d_Bacteria;p_Myxococcota;c_Myxococcia;o_Myxococcales;f_Anaeromyxobacteraceae;g_CAIOAK01
LS-55	NODE_31650_length_4882_cov_11.4	2	superkingdom	Bacteria	7	7	7	1.0	d_Bacteria
LS-55	NODE_58998_length_3311_cov_6.7	83854	species	Fen-7 sp003162615	4	3	1	0.89	d_Archaea;p_Halobacteriota;c_Methanosarcinia;o_Methanotrichales;f_Methanotrichaceae;g_Fen-7;s_Fen-7 sp003162615
LS-93	NODE_675_length_41715_cov_22.0	2	superkingdom	Bacteria	31	29	28	0.96	d_Bacteria
LS-93	NODE_3410_length_17435_cov_77.2	83785	family	UBA233	20	17	12	0.69	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-93	NODE_7834_length_10971_cov_26.8	80220	species	Rhodoplanes sp016793685	10	9	7	0.75	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Rhodoplanes;s_Rhodoplanes sp016793685
LS-65	NODE_1494_length_31919_cov_31.0	2	superkingdom	Bacteria	13	12	9	0.78	d_Bacteria
LS-65	NODE_4432_length_16272_cov_39.1	1905	class	Microgenomatia	5	2	1	0.5	d_Bacteria;p_Patescibacteria;c_Microgenomatia
LS-65	NODE_9653_length_10005_cov_12.5	20158	family	RBG-16-60-22	11	11	9	0.8	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_RBG-16-60-22
LS-65	NODE_21517_length_6008_cov_12.8	40572	species	SM1-73 sp001304225	4	4	2	0.5	d_Bacteria;p_Zixibacteria;c_MSB-5A5;o_MSB-5A5;f_SM1-73;g_SM1-73;s_SM1-73 sp001304225
